,city_state,donor_counts
21319,"GOSHEN, CT",1
21320,"Gallatin, MO",1
21321,"Moore Haven, FL",1
21322,"Ripley, OH",1
21323,"Fonda, IA",1
21324,"Vernon, NY",1
21325,"florence, AZ",1
21326,"horsham, PA",1
21327,"oak Brook, IL",1
21328,"Waco, NC",1
21329,"bayfield, CO",1
21330,"Boerne, TN",1
21331,"boothwyn, PA",1
21332,"NO. BAY VILLAGE, FL",1
21333,"Briscoe, TX",1
21334,"PADEN, OK",1
21335,"Lafayetter, LA",1
21336,"Hughes, AR",1
21337,"Elk Mound,, WI",1
21338,"Vancleave, MT",1
21339,"phila., PA",1
21340,"Jamesport, NY",1
21341,"hettick, IL",1
21342,"Chesterton, Oxon, NY",1
21343,"Santa  Barbara, CA",1
21344,"West columbia, SC",1
21345,"Lewes,, DE",1
21346,"fairburn, GA",1
21347,"NEW FAIRFIELD, CT",1
21348,"MILILANI, HI",1
21349,"TROUTMAN, NC",1
21350,"Winooski, VT",1
21351,"Hahnville, AK",1
21352,"South bend, IN",1
21353,"Mercer, WI",1
21354,"none, CA",1
21355,"Dyet, IN",1
21356,"Florence,, OR",1
21357,"EVERMAN, TX",1
21358,"Arlingtong, VA",1
21359,"Melville,, NY",1
21360,"WeHo, CA",1
21361,"edwards, CA",1
21362,"pomeroy, WA",1
21363,"CEDAR GROVE, NJ",1
21364,"Dortmund, NY",1
21365,"purchase, NY",1
21366,"the dalles, OR",1
21367,"KIMBERLING CITY, MO",1
21368,"Dickeyville, WI",1
21369,"Baltimore, Md, MD",1
21370,"greenwood, AR",1
21371,"Wolfe City, TX",1
21372,"Yuma, CO",1
21373,"Dunnellon, GA",1
21374,"Assaria, KS",1
21375,"beverlly hills, CA",1
21376,"BELTON, TX",1
21377,"dahlonega, GA",1
21378,"delaware city, DE",1
21379,"Welling, OK",1
21380,"Geneva, NY, NY",1
21381,"`New York, NY",1
21382,"Temple, NH",1
21383,"Greenfield Twp, PA",1
21384,"Battle Creek, IA",1
21385,"Miami gardens, FL",1
21386,"Hope Hull, AL",1
21387,"Hillsboro, KS",1
21388,"boonville, NC",1
21389,"APO  AE, NY",1
21390,"CARLE PLACE, NY",1
21391,"Grovertown, IN",1
21392,"Tempe, AK",1
21393,"Sidney, NY",1
21394,"Austria, Vienna 1170, NY",1
21395,"Santa Fe Spring, CA",1
21396,"tamarac, FL",1
21397,"mckenzie bridge, OR",1
21398,"Watha, NC",1
21399,"Lost Hills, CA",1
21400,"marion, VA",1
21401,"Ottumwa,   ",1
21402,"LK Hopatcong, NJ",1
21403,"Wakarusa, KS",1
21404,"NEDERLAND, TX",1
21405,"Morrison, OK",1
21406,"los angeles,, CA",1
21407,"GRAY, ME",1
21408,"HALLANDALE, FL",1
21409,"Fayette City, PA",1
21410,"Kerkhoven, MN",1
21411,"Albany, LA",1
21412,"st louis pk, MN",1
21413,"NORFOLK, NE",1
21414,"Fort. lauderdale, FL",1
21415,"Theresa, WI",1
21416,"NATCHEZ, MS",1
21417,"Ashland, Ohio, OH",1
21418,"St.Louis, MS",1
21419,"Slaton, TX",1
21420,"New York, NY 10024, NY",1
21421,"My Town, CA",1
21422,"CUMBERLAND GAP, TN",1
21423,"Grosse pointe farms, MI",1
21424,"eastvale, CA",1
21425,"Mission  Viejo, CA",1
21426,"Wallsburg, UT",1
21427,"BUCKHANNON, WV",1
21428,"Las Vegas, SD",1
21429,"Kealakekua, HI",1
21430,"FERNANDINA BEACH, FL",1
21431,"Clinton, PA",1
21432,"Shepherd, TX",1
21433,"HINESVILLE, GA",1
21434,"ST. GEORGE, UT",1
21435,"boonville, IN",1
21436,"NORTH ANDOVER, MA",1
21437,"blackwood, NJ",1
21438,"E. Bridgewater, MA",1
21439,"North Las Vegas,, NV",1
21440,"Lana'i City, HI",1
21441,"Hinsdale, MA",1
21442,"netcong, NJ",1
21443,"brigantine, NJ",1
21444,"asdf, CA",1
21445,"cherry valley, CA",1
21446,"pine island, MN",1
21447,"Bay Harbor Island, FL",1
21448,"Patrick AFB, FL",1
21449,"Belmont, WI",1
21450,"Glocester, RI",1
21451,"Ontonagon, MI",1
21452,"Elbridge, NY",1
21453,"Oakvill, CT",1
21454,"Chesaepake, VA",1
21455,"NORCO, LA",1
21456,"Crown Point, NY",1
21457,"Gales Ferry, CO",1
21458,"Sumner, ME",1
21459,"valley view, TX",1
21460,"STREAMWOOD, IL",1
21461,"yaphank, NY",1
21462,"San Anselmo,, CA",1
21463,"hanalei, HI",1
21464,"THEILMAN, MN",1
21465,"Lon Beach, CA",1
21466,"Marrero Cook Dr., LA",1
21467,"N Andover, MA",1
21468,"Anderson, OH",1
21469,"TAYLOR, TX",1
21470,"ho, IL",1
21471,"berlin, WI",1
21472,"Miamisburg,Ohio 45342, OH",1
21473,"ELK GROVE VILLAGE, IL",1
21474,"Ellk Grove, CA",1
21475,"EGG HARBOR TOWNSHIP, NJ",1
21476,"chesterfield, MA",1
21477,"Dubai, WI",1
21478,"SALINE, MI",1
21479,"Sumner, MI",1
21480,"Caledonia, WI",1
21481,"Middlebuirg, FL",1
21482,"38112 , France, NY",1
21483,"Malin, OK",1
21484,"DELETE, RI",1
21485,"Blissfield, MI",1
21486,"kaysville, UT",1
21487,"Peralta, NM",1
21488,"NEW BRUNFELS, TX",1
21489,"2122393615, NY",1
21490,"Alexandria Bay, FL",1
21491,"VANCLEAVE, MS",1
21492,"sandown, NH",1
21493,"Nyc, NY",1
21494,"Marine, MI",1
21495,"Select, WA",1
21496,"Idaho falls, ID",1
21497,"Immaculata, PA",1
21498,"Charlotttesville, VA",1
21499,"Kingwood`, TX",1
21500,"montgomery, MN",1
21501,"lithia springs, GA",1
21502,"Rexford, KS",1
21503,"MARIETTA, PA",1
21504,"Lincoln,, VT",1
21505,"Bloomington, WI",1
21506,"lower lake, CA",1
21507,"Arabi, LA",1
21508,"West Hemsptead, NY",1
21509,"Stockton,, CA",1
21510,"Hot Springs village, AR",1
21511,"duck, NC",1
21512,"lake katrine, NY",1
21513,"Holden, MI",1
21514,"Dunwoody,, GA",1
21515,"Gardendale, TX",1
21516,"Portlnad, OR",1
21517,"60462, IL",1
21518,"Scotts Hill, TN",1
21519,"CORONA, NY",1
21520,"Mills, MA",1
21521,"Ceresco, MI",1
21522,"Viper, KY",1
21523,"Botsford, CT",1
21524,"EL CENTRO, CA",1
21525,"Sapello, NM",1
21526,"L, IL",1
21527,"sdfdsf, KS",1
21528,"Sao Paulo, AA",1
21529,"anaheim hills, CA",1
21530,"BAYARD, NE",1
21531,"Roach, MO",1
21532,"Norwood, NC",1
21533,"Bronx, NY, NY",1
21534,"Boody, IL",1
21535,"mabelvale, AR",1
21536,"Mio, MI",1
21537,"braintree, MA",1
21538,"MASSAPEQUA PARK, NY",1
21539,"S. Richmond Hill, NY",1
21540,"bossier, LA",1
21541,"NARRAGANSETT, RI",1
21542,"saco, ME",1
21543,"DeBARY, FL",1
21544,"East Yaphank, NY",1
21545,"mcmurray, PA",1
21546,"E. Patchogue, NY",1
21547,"N Fond du Lac, WI",1
21548,"Pep, NM",1
21549,"Ashley, IN",1
21550,"Otwell, IN",1
21551,"DeerField Beach, FL",1
21552,"Indianapolis., IN",1
21553,"Rolling Hills Esates, CA",1
21554,"Dawson, TX",1
21555,"GROTON, MA",1
21556,"Los Angelels, CA",1
21557,"Kansas (KS), KS",1
21558,"budd lake, NJ",1
21559,"Bay Cit y, MI",1
21560,"Mission Hills,, CA",1
21561,"Dennison, IL",1
21562,"Monroe township, NJ",1
21563,"NORTHFIELD, MA",1
21564,"Wake Forest, NY",1
21565,"Yonkers,, NY",1
21566,"Sa, CA",1
21567,"Clearlake oaks, CA",1
21568,"Claremont, OR",1
21569,"MARIETTA, OH",1
21570,"abingdon, VA",1
21571,"FOUNTAIN VLY, CA",1
21572,"Rib Lake, WI",1
21573,"Whitehouse, TX",1
21574,"CORSICANA, TX",1
21575,"Inverurie, NE",1
21576,"sout orange, NJ",1
21577,"san  diego, CA",1
21578,"Culver  City, CA",1
21579,"Imperial, CA",1
21580,"New Castle, WA",1
21581,"Saginaw, MN",1
21582,"Hacienda Hts, CA",1
21583,"south milwaukee, WI",1
21584,"Rochdale, MA",1
21585,"Montour Falls, NY",1
21586,"pascagoula, MS",1
21587,"East Jordan, MI",1
21588,"Delavan, IL",1
21589,"Mount Hope, KS",1
21590,"MONTICELLO, MN",1
21591,"Republic, PA",1
21592,"McAlpin, FL",1
21593,"Minneapolis, MN, MN",1
21594,"Bloomer, WI",1
21595,"Buchanan, GA",1
21596,"Loretto, MN",1
21597,"Chicagio, IL",1
21598,"Douglaston, NE",1
21599,"SEA BRIGHT, NJ",1
21600,"C, IL",1
21601,"los lunas, NM",1
21602,"SYlmar, CA",1
21603,"Fort Wortg, TX",1
21604,"San Antonto, TX",1
21605,"WA, DC",1
21606,"SPRING HILL, KS",1
21607,"Newman Grove, NE",1
21608,"Junction City, CA",1
21609,"Culleoka, TN",1
21610,"Oregon, MO",1
21611,"wausaukee, WI",1
21612,"West Lafayette, OH",1
21613,"FT LAUDERDALE, FL",1
21614,"Pennington, AL",1
21615,"Hartland, VT",1
21616,"Swanville, ME",1
21617,"Rossville, IN",1
21618,"LEWISTOWN, MO",1
21619,"Sac City, IA",1
21620,"Hanover, MI",1
21621,"Hanover, ME",1
21622,"FREDONIA, WI",1
21623,"ALTOONA, PA",1
21624,"-, AZ",1
21625,"SFS, CA",1
21626,"LakeWales, FL",1
21627,"Camarillo, WA",1
21628,"san anslemo, CA",1
21629,"E. Windsor, NJ",1
21630,"Lenapah, OK",1
21631,"New Fairfield, CA",1
21632,"E. Amherst, NY",1
21633,"freeport, PA",1
21634,"MONCKS CORNER, SC",1
21635,"Camabridge, MA",1
21636,"CHASEBURG, WI",1
21637,"Fannettsburg, PA",1
21638,"New Haven, IL",1
21639,"South Natick, MA",1
21640,"louiiaville, KY",1
21641,"Pt Jefferson Station, NY",1
21642,"Grosvenor Dale, CT",1
21643,"ST.JOHNS, MI",1
21644,"Jones Creek, TX",1
21645,"Naperville, IL, IL",1
21646,"Keystone Heights, FL",1
21647,"Clare, IL",1
21648,"West Palm Beach FL, FL",1
21649,"vass, NC",1
21650,"Lake Stevens, NY",1
21651,"springboro, OH",1
21652,"LAFAYETTE, CO",1
21653,"Warner Springs, CA",1
21654,"Las Vegas, NY",1
21655,"Pasdena, CA",1
21656,"Rutherford, TN",1
21657,"Santee., CA",1
21658,"Stevenson, WA",1
21659,"Cleveland, VA",1
21660,"Burlington Junction, MO",1
21661,"Alexandria, SD",1
21662,"eden, NC",1
21663,"beaufort, SC",1
21664,"toano, VA",1
21665,"Lincoln, VT",1
21666,"Warrren, NJ",1
21667,"franklin square, NY",1
21668,"F. R. OF GERMANY, AZ",1
21669,"linden, NC",1
21670,"hallandale beach, FL",1
21671,"Bucyrus, KS",1
21672,"Bridgeport NY, NY",1
21673,"BEACON FALLS, CT",1
21674,"Los Ojos, NM",1
21675,"Stockholm, SWEDEN, AE",1
21676,"HAYS, NC",1
21677,"Leeds, NY",1
21678,"Danbury, WI",1
21679,"brandenbueg, KY",1
21680,"lumberton, NJ",1
21681,"lumberton, NC",1
21682,"Eden, NY",1
21683,"Mother's Maiden Name, TN",1
21684,"North Hills, NY",1
21685,"Warrington, MT",1
21686,"Lone  Grove, OK",1
21687,"Tuebingen, germany, DE",1
21688,"L.A., CO",1
21689,"Borup, MN",1
21690,"central city, PA",1
21691,"WinterPark, FL",1
21692,"Marceline, MO",1
21693,"Wallagrass, ME",1
21694,"Du quoin, IL",1
21695,"ELKADER, IA",1
21696,"Danvers, MD",1
21697,"Condado, PR, NY",1
21698,"SCIO, NY",1
21699,"Bocar, FL",1
21700,"Burlington,, KS",1
21701,"Brampton, NY",1
21702,"Ocean city, MD",1
21703,"Norwich, OH",1
21704,"LEMON GROVE, CA",1
21705,"Bathurst, AL",1
21706,"Whitingham, VT",1
21707,"South Deerfield, MA",1
21708,"Asotin, WA",1
21709,"London (Ontario), NY",1
21710,"Veblen, SD",1
21711,"San Jose, CA, CA",1
21712,"Liberty Center, OH",1
21713,"Micco, FL",1
21714,"Schenectad6, NY",1
21715,"Elma, NY",1
21716,"n, CA",1
21717,"Miami, WV",1
21718,"S. Pasadena, FL",1
21719,"Yokohama, NY",1
21720,"New freedom, PA",1
21721,"Monroeville, NJ",1
21722,"Vlg Of Pt Jeff, NY",1
21723,"Holdenville, OK",1
21724,"W LAFAYETTE, IN",1
21725,"souderton, PA",1
21726,"Williamsport, IN",1
21727,"WEST OLIVE, MI",1
21728,"Hghlands Ranch, CO",1
21729,"Glade Hill, VA",1
21730,"Tioga, ND",1
21731,"Borger, TX",1
21732,"BX, NY",1
21733,"St. Louis Park,, MN",1
21734,"Halstad, MN",1
21735,"Crown City, OH",1
21736,"hollywood, SC",1
21737,"Minturn, CO",1
21738,"College Grove, TN",1
21739,"University City, NC",1
21740,"Glenville,, NY",1
21741,"jackson, MO",1
21742,"Laurel Springs, NC",1
21743,"CHAGRIN FALLS, OH",1
21744,"El Dororado Hills, CA",1
21745,"Hendersom, NV",1
21746,"Corvalisl, OR",1
21747,"Cordova, AL",1
21748,"Holly lake Ranch, TX",1
21749,"Houston < Texas77012, TX",1
21750,"Hopedale, IL",1
21751,"KEKAHA, HI",1
21752,"bay st louis, MS",1
21753,"SAn Diego, CA",1
21754,"Jamestown, TN",1
21755,"Philip, SD",1
21756,"collegeville, PA",1
21757,"Faxon, OK",1
21758,"wall, NJ",1
21759,"eagle, ID",1
21760,"Port Crane, NY",1
21761,"hortonville, WI",1
21762,"SEYMOUR, IN",1
21763,"SAYLORSBURG, PA",1
21764,"Hahnville, LA",1
21765,"harveyt, LA",1
21766,"Rockaway,, NJ",1
21767,"Minn, MN",1
21768,"Dublin, NY",1
21769,"macomb, IL",1
21770,"Candor, NC",1
21771,"Palo Alto,   ",1
21772,"BAton Rouge, LA",1
21773,"Frankfort, KS",1
21774,"CONSTANTINE, MI",1
21775,"Toney, AL",1
21776,"Bunker Hill, IL",1
21777,"Raleigh, ND",1
21778,"paterson, NJ",1
21779,"Sac, CA",1
21780,"APO AP, NY",1
21781,"Wilkinsburg, PA",1
21782,"Jackson, CA",1
21783,"troup, TX",1
21784,"nononono, OH",1
21785,"HASBROUCK HEIGHTS, NJ",1
21786,"Daisytown, PA",1
21787,"East Islip, NY, NY",1
21788,"Juneau, WI",1
21789,"RIVERBANK, CA",1
21790,"vanvcleve, MI",1
21791,"springfield, VT",1
21792,"oxford, CT",1
21793,"Upatoi, GA",1
21794,"BRENTWOOD, TN",1
21795,"Toronto Ontario Canada, NY",1
21796,"Los Agneles, CA",1
21797,"ocean view, DE",1
21798,"Richton, MS",1
21799,"Orange city, FL",1
21800,"Tipton, KS",1
21801,"Bue Mound, IL",1
21802,"Forty Fort, PA",1
21803,"Filmore, CA",1
21804,"santa Rosa, CA",1
21805,"not applicable, CA",1
21806,"3 Embarcadero Center, CA",1
21807,"LOOMITA, CA",1
21808,"201, NJ",1
21809,"FORNEY, TX",1
21810,"Whitewater,, WI",1
21811,"DICKINSON, TX",1
21812,"CRYSTAL, MN",1
21813,"SODUS, NY",1
21814,"PLATTEVILLE, WI",1
21815,"Boaz, AL",1
21816,"Redwood valley, CA",1
21817,"GILFORD, NH",1
21818,"MIDDLETON, WI",1
21819,"Hickory, NY",1
21820,"Mountainburg, AR",1
21821,"Summerdale, PA",1
21822,"crossville,, TN",1
21823,"pebble beach, CA",1
21824,"Indidanapolis, IN",1
21825,"Chaumont, NY",1
21826,"ocala, FL",1
21827,"Pleasenton, CA",1
21828,"Topanga, CA, CA",1
21829,"bimble, KY",1
21830,"greenwhich, CT",1
21831,"Whigham, GA",1
21832,"TUlsa, OK",1
21833,"GLEN ROCK, NJ",1
21834,"Waynetown In 47990, IN",1
21835,"Pinetop, KY",1
21836,"APO AE, MD",1
21837,"Maroubra, N.S.W., Australia, NY",1
21838,"capitan, NM",1
21839,"astatula, FL",1
21840,"W. Peterborough, NH",1
21841,"charlotte,, NC",1
21842,"wendell, NC",1
21843,"SOUTH SETAUKET, NY",1
21844,"Mount Vernon, ME",1
21845,"Newbern, TN",1
21846,"jerse city, NJ",1
21847,"Franklin, NY",1
21848,"-----, MA",1
21849,"Ann Arbro, MI",1
21850,"Hot springs village, AR",1
21851,"Westwood, CA",1
21852,"hartford ct, CT",1
21853,"Somerville, CT",1
21854,"West point, CA",1
21855,"alligator point, FL",1
21856,"Fort Woeth, TX",1
21857,"yonekrs, NY",1
21858,"lake Forest, CA",1
21859,"Sanders, KY",1
21860,"Blue Diamond, NV",1
21861,"Diez, Germany,   ",1
21862,"Keauhou, HI",1
21863,"Francesville, IN",1
21864,"Maramec, OK",1
21865,"Houghton, NY",1
21866,"Israel,   ",1
21867,"Lakeview, NY",1
21868,"kristan.crawford@gmail.com, MA",1
21869,"Richfield Springs, NY",1
21870,"Sheldon, WI",1
21871,"MOREHEAD CITY, NC",1
21872,"DAVIS JUNCTION, IL",1
21873,"Heber Springs, AR",1
21874,"Abita Springs, LA",1
21875,"Jamestown, LA",1
21876,"SHARPS CHAPEL, TN",1
21877,"Billings, MO",1
21878,"Oneida, IL",1
21879,"Odon, IN",1
21880,"Norwalk, CT, CT",1
21881,"Philadelphia, NH",1
21882,"Cicninnati, OH",1
21883,"TWENTY-NINE PALMS, CA",1
21884,"MONUMENT, CO",1
21885,"Mount Hope, AL",1
21886,"Rolfe, IA",1
21887,"canby, OR",1
21888,"niles, OH",1
21889,"BArcelona,   ",1
21890,"Milan, PA",1
21891,"Montclair, NJ, NJ",1
21892,"Lexinton, SC",1
21893,"Soda Springs, ID",1
21894,"belchertown, MA",1
21895,"Sheffield, TX",1
21896,"San Diegop, CA",1
21897,"Claytojn, MO",1
21898,"HUMBLE, TX",1
21899,"Lexingont, KY",1
21900,"Pioneer, CA",1
21901,"Bellaire,, TX",1
21902,"Nelsonville, OH",1
21903,"LUVERNE, ND",1
21904,"Mountain VIew, CA",1
21905,"Lafy.,, CO",1
21906,"monroe, ny, NY",1
21907,"Amo, IN",1
21908,"rehoboth, MA",1
21909,"S. Miami, FL",1
21910,"Sorisole - Italy,   ",1
21911,"Washington, KS",1
21912,"Oberursel, OR",1
21913,"Gordon, AL",1
21914,"WYLIE, TX",1
21915,"Vineland,, NJ",1
21916,"Black/African, NC",1
21917,"OSAGE, IA",1
21918,"r.o., MI",1
21919,"ELMIRA, NY",1
21920,"RIdgefield Park, NJ",1
21921,"CHADBOURN, NC",1
21922,"High;and, MI",1
21923,"North Sioux City, SD",1
21924,"livingston, NJ",1
21925,"Runcorn, MD",1
21926,"Charlotte, MA",1
21927,"OAKLAND GARDENS, NY",1
21928,"St petersburg, FL",1
21929,"murrells inlet, SC",1
21930,"St. Stephen, SC",1
21931,"gridley, CA",1
21932,"Acton,, CA",1
21933,"San Feancisco, CA",1
21934,"Durham, NJ",1
21935,"COLUMBIA FALLS, ME",1
21936,"COLUMBIA FALLS, MT",1
21937,"san fran cisco, CA",1
21938,"Austni, TX",1
21939,"somewere, VT",1
21940,"Tulsa, TX",1
21941,"rockaway Prk, NY",1
21942,"lucile, ID",1
21943,"Hurst,   ",1
21944,"Rainelle, WV",1
21945,"Ipava, IL",1
21946,"aberdeen, SD",1
21947,"Google, MO",1
21948,"Parkers Prairie, MN",1
21949,"Labelle, FL",1
21950,"del haven, NJ",1
21951,"Springport, IN",1
21952,"Melbourne, GA",1
21953,"Reserve, LA",1
21954,"Millers Creek,, NC",1
21955,"Bradley beach, NJ",1
21956,"Long grove, IL",1
21957,"Marshall, IN",1
21958,"north potomac, MD",1
21959,"Loma Rica, CA",1
21960,"Summersville, WV",1
21961,"New stanton, PA",1
21962,"Fife Lake, MI",1
21963,"WAshington, IL",1
21964,"BORGER, TX",1
21965,"Talladega, AL",1
21966,"ross, CA",1
21967,"Key Bisacyne, FL",1
21968,"Grove city, OH",1
21969,"33547, FL",1
21970,"Kirkland, IL",1
21971,"Angora, MN",1
21972,"AUDUBON, IA",1
21973,"Galesville, WI",1
21974,"Falls of Rough, KY",1
21975,"Plesaanton, CA",1
21976,"MIddletown, DE",1
21977,"Flagtown, NJ",1
21978,"SEGUIN, TX",1
21979,"Mondovi, WI",1
21980,"West Virginia, WV",1
21981,"SO  BURLINGTON, VT",1
21982,"Menlo Park, CO",1
21983,"Indianapolis, IN 46204, IN",1
21984,"NEW IBERIA, LA",1
21985,"Montross, VA",1
21986,"Fort  Madison, IA",1
21987,"San Francisco, CA, FL",1
21988,"rosemont, IL",1
21989,"Fortlauderdale, FL",1
21990,"Severn,   ",1
21991,"Oakley, ID",1
21992,"dickson, TN",1
21993,"mi, MI",1
21994,"Warren, CT",1
21995,"san german,   ",1
21996,"Boston,, MA",1
21997,"Eva, TN",1
21998,"Nashville, AL",1
21999,"Brimfield, MA",1
22000,"Sam Jose, CA",1
22001,"las-vegas, NV",1
22002,"DERBY, CT",1
22003,"CALVERTON, NY",1
22004,"MOSCOW, ID",1
22005,"Santa Rosa, TX",1
22006,"Dix hills, NY",1
22007,"Pasadena ca, CA",1
22008,"Fort Worth,, TX",1
22009,"pound ridge, ny 10576, NY",1
22010,"Fort Towson, OK",1
22011,"Erskine, MN",1
22012,"Vernon Hill, IL",1
22013,"xxxx, VA",1
22014,"albemarle, NC",1
22015,"Lucas, IA",1
22016,"Paxinos, PA",1
22017,"Davenport, WA",1
22018,"MIlford, CT",1
22019,"MDW, IL",1
22020,"penacook, NH",1
22021,"gr4eenville, SC",1
22022,"Tracy, MN",1
22023,"Chatt, TN",1
22024,"St Albans, NY",1
22025,"anonymous, VA",1
22026,"Glenelg, MD",1
22027,"INKSTER, MI",1
22028,"North Brunswic, NJ",1
22029,"creve Coeur, MO",1
22030,"Redwood City,   ",1
22031,"labadie, MO",1
22032,"Wood-Ridge,, NJ",1
22033,"moundridge, KS",1
22034,"Rancho Sant Margarita, CA",1
22035,"NEWHALL, CA",1
22036,"Hermon, NY",1
22037,"Bala-Cynwyd, PA",1
22038,"Oxford, NJ",1
22039,"Lebanon, GA",1
22040,"Fort Lauderdale, IL",1
22041,"Elk City, KS",1
22042,"FAR ROCKAWAY, NY",1
22043,"NORTH KINGSTOWN, RI",1
22044,"ARlington Heights, IL",1
22045,"Pine Valley, CA",1
22046,"minot, ND",1
22047,"Granger, TX",1
22048,"Pleasant Valley,NY, NY",1
22049,"Asher, OK",1
22050,"MT VERNON, NY",1
22051,"poynettte, WI",1
22052,"pismo beach, CA",1
22053,"SOUTH EUCLID,   ",1
22054,"Marianna, PA",1
22055,"Bronx, N.Y, NY",1
22056,"la habra heights, CA",1
22057,"Google, FL",1
22058,"Please select..., IN",1
22059,"Kingshill, VI",1
22060,"Please select..., ID",1
22061,"Sissonville, WV",1
22062,"ARLINGTON, TN",1
22063,"Litchfield, OH",1
22064,"Vuctorville, CA",1
22065,"Darien, WI",1
22066,"marshville, NC",1
22067,"INDIO, CA",1
22068,"Camdenton, MO",1
22069,"Paint Rock, TX",1
22070,"mustang, OK",1
22071,"Anchor, IL",1
22072,"Wichita Falls, TX, TX",1
22073,"Wichita ,, KS",1
22074,"North America Expense Policy, WA",1
22075,"Lethbridge, DC",1
22076,"Berkey, Ohio, OH",1
22077,"Trenton, NC",1
22078,"haltom city, TX",1
22079,"Windham, OH",1
22080,"Pleasant Valley, MO",1
22081,"cutler bay, FL",1
22082,"Mojave, CA",1
22083,"Christianstead, St. Croix, VI",1
22084,"Petrolia, PA",1
22085,"tehachapi, CA",1
22086,"Ancaster Ontario Canada, NY",1
22087,"REhoboth, MA",1
22088,"Cork, Ireland,   ",1
22089,"PRINCETON, MA",1
22090,"dfgdg, MS",1
22091,"Buhl, ID",1
22092,"Pierpont, SD",1
22093,"UPPER LAKE, CA",1
22094,"Cambridge, IA",1
22095,"Manama BAHRAIN, PR",1
22096,"Bloomfield Twp., MI",1
22097,"Bolton,, MS",1
22098,"xx, VA",1
22099,"Ontario, CANADA, NY",1
22100,"San Diego, CO",1
22101,"HAMILTON, TX",1
22102,"S. Glastonbury, CT",1
22103,"LAKEWOOD, CA",1
22104,"Markleville, IN",1
22105,"lyons, IL",1
22106,"Buringame, CA",1
22107,"OZONE PARK, NY",1
22108,"BURKE, VA",1
22109,"Mer Rouge, LA",1
22110,"NUEVO YORK, NY",1
22111,"Petersburg, WV",1
22112,"Hoffman estates, IL",1
22113,"W. Hempstead, NY",1
22114,"408, TX",1
22115,"Woodand Hills, CA",1
22116,"cedar Point, NC",1
22117,"Hartland WI, WI",1
22118,"Talbotton, GA",1
22119,"Fort smith, AR",1
22120,"Bentontille, AR",1
22121,"CRESTVIEW, FL",1
22122,"Nottinghamshire, England, UK, NG24 1SX, NY",1
22123,"Concorde, NH",1
22124,"LEGGETT, TX",1
22125,"HASTINGS ON HUD, NY",1
22126,"BILLERICA, MA",1
22127,"Patriot, IN",1
22128,"Sanbornville, NH",1
22129,"Wharton, WV",1
22130,"wakefield, RI",1
22131,"HESPERIA, CA",1
22132,"Allledale, IL",1
22133,"Carbon Cliff, IL",1
22134,"Sparks, GA",1
22135,"Union Pier, MI",1
22136,"Millers Falls, MA",1
22137,"schaumbuRg, IL",1
22138,"Mt Prosepct, IL",1
22139,"Wewoka, OK",1
22140,"Old bridge, NJ",1
22141,"Layfayette, CA",1
22142,"Nonya, CA",1
22143,"homer, NY",1
22144,"Medan,   ",1
22145,"ARCHDALE, NC",1
22146,"del valle, TX",1
22147,"Key Colony Beach, FL",1
22148,"NEWTOWN SQUARE, PA",1
22149,"Warrendale, PA",1
22150,"Paraparaumu, NY",1
22151,"pearl city, HI",1
22152,"WaKeeney, KS",1
22153,"Kingwod, TX",1
22154,"Elbow Lake, MN",1
22155,"Medina, TX",1
22156,"Candler, ND",1
22157,"murray, UT",1
22158,"Cary North Carolina, NC",1
22159,"ofallon, IL",1
22160,"wilton  manors, FL",1
22161,"JASPER, TX",1
22162,"CORD, AR",1
22163,"SMITHFIELD, VA",1
22164,"Central City, NE",1
22165,"Pittsburgh, OR",1
22166,"Buffalo, SC",1
22167,"Hustisford, WI",1
22168,"Corbett, OR",1
22169,"dulles, VA",1
22170,"Moon Twp.,, PA",1
22171,"Rocky Point, NC",1
22172,"4816 Scott Road, FL",1
22173,"Saan Diego, CA",1
22174,"Scotchtown, NY",1
22175,"Irvington, KY",1
22176,"rome, IL",1
22177,"Estherville, IA",1
22178,"nederland, CO",1
22179,"Satna Monica, CA",1
22180,"MUSKEGON, MI",1
22181,"São Paulo, AL",1
22182,"Benson, TX",1
22183,"LAKESIDE, AZ",1
22184,"la grange, TX",1
22185,"Oceanside, NV",1
22186,"Sparland, IL",1
22187,"South Pasadnea, CA",1
22188,"Piscataway Township, NJ",1
22189,"ferndale, NY",1
22190,"Mc Kinney, TX",1
22191,"Castalia, NC",1
22192,"Stephens, GA",1
22193,"Woodbury, GA",1
22194,"HAMPSTEAD, NH",1
22195,"fort Atkinson, WI",1
22196,"Fairfax, SC",1
22197,"elmwood, MA",1
22198,"Ivyalnd, PA",1
22199,"Greenleaf, KS",1
22200,"GOLDENS BRDIGE, NY",1
22201,"O""Fallon, IL",1
22202,"Perry, IA",1
22203,"hermosa Beach, CA",1
22204,"beatrdstown, IL",1
22205,"FREMONT, NE",1
22206,"CLIVE, IA",1
22207,"W Cape May, NJ",1
22208,"WA, MA",1
22209,"PRINCETON, NC",1
22210,"Scottsdsale, AZ",1
22211,"LOS ALAMOS, NM",1
22212,"Belair, MD",1
22213,"2290 Willow St, NY",1
22214,"Mt Pleasant, PA",1
22215,"Asheville, NC, NC",1
22216,"Elms, AL",1
22217,"Los Gatos, AR",1
22218,"ST CHARLES, MO",1
22219,"PrINCETON, MA",1
22220,"Arlingotn, VA",1
22221,"Brooklyn, CT",1
